1,65.2297261414447,67.0713573679166,59.6677373505011,62.3572779332622
2,64.7248126690803,65.7247384424444,58.4529183068491,59.9841029470608
3,58.4742273925733,59.6430332082409,50.9444295467035,52.8057419934244
4,57.5636781784377,58.6995783811476,49.8283415790775,51.6513441074757
5,53.2381521912225,54.4543388460961,44.6319621439555,46.6477718103611
6,50.0330430152358,51.3589637260947,40.8020584342738,43.0571316656929
7,48.5326829060631,49.8487320709762,38.9899923690172,41.2608413803866
8,50.0238165673345,51.1089210265804,40.7077361802786,42.5638106700774
9,48.5785058866547,49.6754579581898,38.9742442567402,40.8766559047394
10,47.9638170573001,49.0556627752982,38.2355841148342,40.1408464804572
11,47.5004660868226,48.5768830312572,37.6766093043391,39.5643597500208
